店舗名,店舗電話番号,担当電話番号,メールアドレス1,メールアドレス2,メールアドレス3,N_P,PayPay,楽天Pay,auPay,メルペイ,クラウド,dメル
ビューティーサロン松本　KKRホテル店,522016009,,,,,2019/05/23,,,2019/05/23,,,
近江牛炭火焼太郎也,529514129,,tarouya.4129@gmail.com,,,2019/05/29,,,2019/05/29,,2019/12/24,
喫茶NEW松原,523319153,,,,,2019/05/30,,,2019/05/30,,2020/04/07,
FLOWTIST　ANNIVERTH,522225465,,anniverth@bc5.so-net.ne.jp,,,2019/05/30,,,2019/05/30,,2019/12/24,
牧野,523211188,,,,,2019/05/29,,,,,,
FABULOUS（大須店）,522620858,,,,,2019/05/14,,,2019/05/14,,,
檸檬屋,522616222,,bluenote7225@gmail.com,,,2019/05/31,2020/01/18,2020/01/18,2019/05/31,,2020/01/18,
麵家喜多楽,523325515,,kitara.naoji@gmail.com,,,2019/05/06,,,2019/05/06,,2019/12/27,
うさこ家,522427787,,,,,2019/06/03,,,,,,2020/08/21
ビューティーサロン松本　錦店,529716006,,,,,2019/05/23,,,2019/06/12,,,
パルファムドゥ　SK,529613441,,sk.kk22@icloud.com,,,2019/06/03,,,2019/10/24,,,
舟入,523211193,,funairi.2006@gmail.com,,,2019/06/05,,,2019/06/05,,,
山ぐち,522612015,,momo30035212@gmail.com,,,2019/06/05,,,2020/09/11,,,2020/07/13
店長のひとりごと,522218257,,hitorigoto243@gmail.lcom,,,2019/06/05,,,2019/06/05,,,
店長の隠し部屋,9083385780,,hitorigoto243@gmail.lcom,,,2019/06/05,,,2019/06/07,,,
もみKING　栄店,522117537,,yuto_1002_riho0917_1124@yahoo.co.jp,,,2019/06/06,,,2019/06/06,,,
長命うどん,522625400,,yuiszlove92o@gmail.com,,,2019/06/06,,,2019/06/06,,,
自家製パスタと炭火焼きcinque5,522528338,,cinque@outlook.jp,,,2019/06/06,,2020/03/14,2019/06/06,,2020/03/14,
猩々,522536499,,syoujou2018@gmail.com,,,2019/06/07,,2020/03/09,2019/06/07,,2020/03/09,
鮨井,522425670,,yoshi81jp@gmail.com,,,2019/06/07,,,2019/06/07,,,
台湾小吃　六福,522525266,,s.h.lo1018@icloud.com,,,2019/06/07,,2020/02/21,2019/06/07,,2020/02/21,
まるがりや,529710601,,tetuya.nari.nari@gmail.com,,,2019/03/08,,,,,,
集い家　てん,528982163,,noriko-yosida@ma.ccnw.ne.jp,,,2019/06/07,,,2019/06/07,,2020/06/23,
はなにしき,522039387,,hananisiki4792@gmail.com,,,2019/06/07,2021/06/18,2019/12/26,,,2019/12/26,導入済み
あぶら屋,522439444,,arinko.kazu@gmail.com,,,2019/06/10,,,2019/06/10,,2020/06/24,
ピースフラワー,522418786,,hananisiki4792@gmail.com,,,2019/06/10,,2019/12/26,2019/06/10,,2019/12/26,
e-berry,527172938,,maz@dia-net.ne.jp,,,2019/06/11,2020/01/13,2020/01/13,2019/06/11,,2020/01/13,
吉野屋,522410358,,96kuro963000zx@gmail.com,,,2019/06/11,,2020/02/12,2019/06/11,,2020/02/12,
ルクール,522630102,,doraemon_2go@icloud.com,,,2019/06/12,,,2019/06/12,,,
ちはら寿司,522630812,,chiharaya0812@icloud.com,,,2019/06/12,,,,,,
GILBERTO,522650500,,oubu.2017.5.15@gmail.com,,,2019/06/13,,,2019/06/13,,,
喜　～Joie～,526845671,,namiki_710@yahoo.co.jp,,,2019/06/14,,,,,,
ソジュウォンシャ,522495929,,raongroup88@gmail.com,,,2019/06/14,,,2019/06/14,,,
Bar　Stair,529366330,,hiroya04.14birth@gmail.com,,,2019/06/10,,,2019/06/10,,,
株式会社冨田商店,527236178,,pawn@tomida78.co.jp,,,2019/06/15,2021/01/07,,2021/01/07,,,2021/01/07
相生　八百彦,529314707,,m2ur1m5t5@gmail.com,,,2019/06/15,,,2019/06/15,,,
ALLAN,528875945,,yr43guhry@gmail.com,,,2019/06/15,,,2019/07/16,,,
だが家,525084001,,matsuura2424@gmail.com,,,2019/06/17,,,2019/06/17,,,
有限会社マジックタッチ,523222481,,petshop.magic.touch@gmail.com,,,2019/06/17,,,2019/06/17,,,
大須deステーキ,522128629,,abest0917@gmail.com,,,2019/06/17,,,2019/06/17,,,
勘太郎,522518525,,info@ina-kantaro.com,,,2019/06/17,,,2019/07/04,,2020/03/13,
酸素カプセルサロン　O2nine,5015811509,,o2nine.yy@gmail.com,,,2019/06/18,,,,,,
すしの幸楽,522512687,,yajierufukube@gmail.com,,,2019/06/18,,,,,,
the　eat,522496699,,the758eat@yahoo.co.jp,,,2019/06/18,,,,,,
名古屋駅ヒラソル法律事務所,527563955,,hayato.ni.mail@gmail.com,,,2019/06/18,,,2019/06/18,,,
Hair design Luana,522117855,,luanu_1101@icloud.com,,,2019/06/19,,2020/03/10,2020/03/10,,2020/03/10,
ki　se　tsu,522513456,,igakuni82@icloud.com,,,2019/06/19,,,,,,
鉄板居酒屋　スリーバント,522280290,,b.b.bunt@gmail.com,,,2019/06/19,,,,,2020/06/25,
Daining　OH!　GOZZO,529367321,,katoman0717gozzo@gmail.com,,,2019/06/19,,,,,,
e's　hair,523321023,,jurirana525@gmail.com,,,2019/06/19,,,,,,
一颯,522289620,,ibuki_nagoya@yahoo.co.jp,,,2019/06/19,,,,,,
キャラバン,529313898,,redmoon.caravan.4216@gmail.com,,,2019/06/20,2020/01/25,2020/01/25,,,2020/01/25,
イタリアン酒場THE　MARCHE,522537486,,idomoto@the-border.jp,,,2019/06/20,,,,,,
イタサカマルシェ,522656839,,idomoto@the-border.jp,,,2019/06/20,,,,,,
株式会社足立商店,522312736,,kobayashi.adc@gmail.com,,,2019/06/21,,,,,,
叶,522413471,,naughty20142014@icloud.com,,,2019/06/21,,,2019/06/21,,,2020/07/01
焼鳥たいこう,529355387,,no1bankfisherman@gmail.com,,,2019/06/21,2020/01/10,2020/01/10,2019/06/21,,2020/01/10,
花雑貨　ブルーブラン,527156240,,bl-ueseed375@nifty.com,,,2019/06/22,,,2019/06/22,,,
hairmake Psykhe,526818886,,psykhe.nina@gmail.com,,,2019/06/22,,2019/12/20,2019/06/22,,2019/12/20,
やいてん家,527359141,,yaitenkanoli@gmail.com,,,2019/06/22,2020/01/30,,2019/06/21,,2020/01/30,2019/11/25
フィリップジュエリーサービス,529812133,,kxzvi541@wondernet.ne.jp,,,2019/06/22,,2020/02/01,2019/06/22,,2020/02/01,
recura,529720051,,pharae01@yahoo.co.jp,,,2019/06/24,,,2019/06/24,,,
hair&make　Phalae,529620087,,pharae01@yahoo.co.jp,,,2019/06/24,,,,,,
BOTANIUM,522537236,,botanium.salon@gmail.com,,,2019/06/24,,,,,,
Meihoku　Burger,522225158,,Baldwin3636@yahoo.co.jp,,,2019/06/24,,,2019/06/24,,2020/06/24,
ラ・リシェス金山店,526837377,,info@larishece.com,,,2019/06/24,,,2019/06/24,,2019/12/20,2019/11/25
Hush Puppies 名古屋車道店,529364328,,sakai0622@gmail.com,,,,2020/01/21,2020/01/21,2019/06/24,,2020/01/21,
名古屋中医学研究所,522538643,,iimami0419k1@gmail.com,,,2019/06/21,2020/01/30,,,,2020/05/01,
II　cugino café,526845665,,info@iicuginocafe.com,,,2019/06/25,2020/01/13,2020/01/13,2019/06/25,,2020/01/13,
美容室ペルソナ,526527352,,gyorome_gyeah@yahoo.co.jp,,,2019/06/25,,2020/02/17,2019/06/25,,2020/02/17,
宝録堂,528257668,,annkah3dah@gmail.com,,,2019/06/25,2020/01/31,,2019/06/25,,2020/01/31,
アフロディーテ,529637701,,info@aphroditeplus.com,,,2019/06/25,,,,,,
越亭弥彦,522315085,,echitei_yahiko@icloud.com,,,2019/06/26,,,,,2020/06/30,
アンドソーコレクション,522129896,,ilbacio_corp@msncom,,,2019/06/26,,,,,,
ネットワーク21,522202077,,main@network21.co.jp,,,2019/06/26,2020/01/10,2020/01/10,,,2020/01/10,
Altamira,522515488,,chie@altamira.co.jp,,,2019/06/26,,,,,,
魚菜家　宇豆真季,522033966,,masa334463@gmail.com,,,2019/06/26,,2020/04/29,2020/04/29,,2020/04/29,
Bar　Ragtime,522289308,,bar-ragtime@outlook.jp,,,2019/06/26,,,,,,
WitCAFE,523326555,,ws.ohsakitakuma0324@gmail.com,,,2019/06/26,,,,,,
カナヤマ薬局,523214723,,jov07003@blue.ne.jp,,,2019/06/26,,,2019/12/20,,2019/12/20,2019/12/20
和バル　結屋,527332278,,kuma015@icloud.com,,,2019/06/26,,,,,,
Trattoria　SHIGETA,522030369,,k.shigeta@tshigeta.com,,,2019/06/27,,,,,,
和なり,8069051919,,marumarudokorokokkoya@gmail.com,,,2019/06/27,,,2019/06/27,,,
炭焼小屋,522034389,,sumiyakigoya1949@gmial.com,,,2019/06/27,,,,,,
Neues,523648629,,toshiyuki8955@gmail.com,,,2019/06/27,,,,,,
Bar　rabano,525331611,,barrabano2005@gamil.com,,,2019/06/27,,,2019/06/27,,,
ONEAPIENO,9085579809,,punkrock_one_130@yahoo.co.jp,,,2019/06/27,,,2020/03/12,,,
GAKUPLUS,525612410,,gakuplus1@gmail.com,,,2019/06/28,,,,,2020/03/06,
BALL　TOWN,8051580714,,bolltown.nagoya@gmail.com,,,2019/06/28,,,,,,
シューズラウンジゴッチ,524857841,,info@s-l-gotch.jp,,,2019/06/28,,,2019/11/22,,2019/12/27,導入済み
晴レトキ,522117880,,haretoki7880@gmail.com,,,2019/06/28,,,,,,
美容室ラ・プラータ,522626737,,gingakei.2012@gmail.com,,,2019/06/28,,,2019/06/28,,2020/06/20,
BAR ノクターン,529713183,,barnocturn_1026@yahoo.co.jp,,,2019/06/28,,,2020/08/15,,,2020/08/15
香蘭,529360219,,mitu8bun2@icloud.com,,,2019/06/28,,,,,,
94や,524850948,,osumi948@gmail.com,,,2019/06/29,2020/01/15,,2019/06/29,,2020/01/15,2019/11/20
板前料理　尾州,525838333,,umedaputora@yahoo.co.jp,,,2019/06/29,,,,,,
寿司常,524515001,,yo.chan@nigiri.jp,,,2019/06/29,,,2019/06/29,,2020/05/22,
COCKNEY HAIR&BEAUTY,524332254,,info@cockney.nagoya,,,,,,2019/06/28,,,2020/08/08
割烹　たま木,522410301,,yo200351050@gmail.com,,,2019/06/22,,2020/03/03,2019/06/22,,2020/03/03,
漢方のかわい薬局,524713774,,info@kanpou-kawai.com,,,2019/07/01,,,2019/07/01,,2020/03/25,
とりやす,524857077,,a1k2ior5a@gmail.com,,,2019/07/01,,,2019/07/01,,2020/03/13,
お茶の芳茗園,524712854,,houmeien@mediacat.ne.jp,,,2019/07/01,,,2019/11/20,,,2019/11/20
内山冷菓,7016587007,,kissautiyama1177@gmail.com,,,2019/07/01,,,,,,
いわたや＆ほっぺ,524820010,,iwataya-hoppe@mediacat.ne.jp,,,2019/07/01,2019/11/21,,2019/07/01,,2019/12/23,2019/11/21
ていくあうと弁当ふたごや,8082249123,,futagoya1002@gmail.com,,,2019/07/01,,2019/12/23,,,2019/12/23,
鈴置時計店,524523874,,m_suzuoki@zm.commuta.jp,,,2019/07/01,,,2019/07/01,,2020/05/07,
花見小路,522385270,,tango124567@gmail.com,,,2019/07/01,,2020/03/13,2019/07/01,,2020/03/13,2019/11/21
ウスイ時計店,522415428,,fwkt8263@mb.infoweb.ne.jp,,,2019/07/01,,,2019/11/21,,2019/12/23,2019/11/21
ジャドール,524813238,,jadore3238@gmail.com,,,2019/07/01,,,2019/07/01,,,
スクールファッションメーカー　松原被服工業有限会社,524820225,,matsubara-hifuku@outlook.jp,,,2019/07/02,,2020/03/04,,,2020/03/04,
道楽寿し,524515383,,douraku@sage.ocn.ne.jp,,,2019/07/02,,,2019/07/02,,,
珈琲専門店万里母,524712576,,coffee.marimo.m@gmail.com,,,2019/07/02,,,2019/07/02,,,
高岡薬局,524614193,,takaoka4193@nifty.com,,,2019/07/02,,,2019/07/02,,2019/12/27,
TIC,524820877,,taiseiyudairiri@gmail.com,,,2019/07/03,,,2020/03/13,,,
flower　Toki,524119583,,f.toki845@gmail.com,,,2019/07/03,,,,,2019/12/25,
とぅるり,524866323,,jojojo922@gmail.com,,,2019/07/03,,,,,,
BAR　Kobo,525650220,,barkobo@icloud.com,,,2019/07/03,,2020/03/26,,,2020/03/26,
炭火焼鳥すずめ横丁,524621429,,kskwdb@gmail.com,,,2019/07/03,,,,,,
アンジェリック,527458022,,info@hs-angelic.com,,,2019/07/03,,,,,,2019/11/22
たけし接骨院,522127812,,nagoyanogouketu@gmail.com,,,2019/07/03,,,,,,
プロポーション,525830101,,coo309@gmail.com,,,2019/07/03,,,,,,
広島お好み焼　鉄板料理　がんす,529618548,,yoshinori19770722@gmail.com,,,2019/07/04,,,2019/07/04,,,
baccano,529376344,,hanabandedz7@gmail.com,,,2019/07/04,,,2019/07/04,,,
アトリエ織づ朗,522128665,,orizurrow@gmail.com,,,2019/07/04,,,,,,
焼肉館,524830587,,yytimama47@gmail.com,,,2019/07/04,,,2019/07/03,,2020/03/25,
とさかや名駅店,524532989,,tosakayameiekiten@gmail.com,,,2019/07/04,,,2019/07/04,,,
愛好堂カメラ,524711797,,aikoudou@nifty.com,,,2019/07/04,,,,,2020/03/17,
サガルマータ,524465084,,nabarabjsapkota@gmial.com,,,2019/07/04,,,2019/12/27,,2019/12/27,
鉄板厨房かかし,526275888,,mahoran1230@gmail.com,,,2019/07/04,,,2019/07/04,,,
ディー,525630563,,kudixi92@gmail.com,,,2019/07/04,,,,,,
サイクルショップ52,524717851,,b52goshi009@gmail.com,,,2019/07/05,,2020/03/09,2019/07/05,,2020/03/09,
森商店,524523985,,mori20011@gmail.com,,,2019/07/05,,,,,2019/12/25,2019/11/21
居酒屋ふじ栄,524817731,,fujiei19650116@gmail.com,,,2019/07/05,,,2019/07/05,,,
3MARIA,8030743671,,n.lorna19@gmail.com,,,2019/07/05,,,,,,
手作り餃子のてっちゃん,525086280,,j172he761004@yahoo.co.jp,,,2019/07/05,,,2020/01/31,,,
your　SHISEIDO　ハマダ,525314146,,etuko194900@yahoo.co.jp,,,2019/07/05,,,2020/09/14,,,2019/12/18
鶏笑　浄心駅前店,525086999,,pbksw413@yahoo.co.jp,,,2019/07/05,,,,,,
シャングリラ,527573275,,yansyuu@medit.co.jp,,,2019/07/05,,,2019/07/05,,,
伊山靴修理店,527637728,,iyamakutsusyuuriten0823@gmail.com,,,2019/07/05,2020/01/28,,2019/07/05,,2020/01/28,2019/11/20
靴専科名古屋池下店,527514192,,tamano369@gmail.com,,,2019/07/05,2019/11/20,,2019/07/05,,2019/12/18,2019/11/20
ガイビガン,522422257,,romymiranda75@icloud.com,,,2019/07/05,,,,,,
花屋cadeaux,527314187,,info@cadeaux-fleur.jp,,,2019/07/05,,2019/11/19,2019/07/05,,2019/12/07,2019/11/19
鮨酒人しょう,524191908,,i0524191908@gmail.com,,,2019/07/08,,,2019/07/08,,,
国産焼鳥居酒屋　村正,524855316,,tswillbe@yahoo.co.jp,,,2019/07/08,,,2019/07/08,,,
ひまわりキッチン,529907133,,himawarifyp6@yahoo.co.jp,,,2019/07/08,,,2019/07/08,,,
託児所ひまわり　泊まれる保育＆学童,524828801,,himawarifyp6@yahoo.co.jp,,,2019/07/08,,,2019/07/08,,,
MHB　Experience,529907771,,himawarifyp6@yahoo.co.jp,,,2019/07/08,,,2019/07/08,,,
LEEWARD,527614431,,leeward@poem.ocn.ne.jp,,,2019/07/08,2020/01/29,2020/01/29,,,2020/01/29,
SAKURA　CAFE,527891110,,shin.ushida@ulibrary.jp,,,2019/07/08,,,,,,
雁道磯部百花園中村店,524147981,,hanaya1shinyui@gmail.com,,,2019/07/09,,,2019/07/09,,2019/12/24,2019/11/20
磯部百花園本店,528721187,,hyakkaen-isobe.m@star.ocn.ne.jp,,,2019/07/09,,2020/02/15,2019/07/09,,2020/02/15,
磯部百花園徳川店,529796877,,info@i-hyakkaen.com,,,2019/07/09,,,2019/07/09,,,2019/11/23
サッカーギアショップオンズ,522525151,,info@oneze11.co.jp,,,2019/07/09,,,2019/07/09,,,
あわび日本料理錦りゅう,524511147,,sugitoshige@gmail.com,,,2019/07/09,,,2019/07/09,,2020/06/19,
eterno,526846882,,shoe.eterno@gmail.com,,,2019/07/09,2020/01/07,2020/01/07,2019/07/09,,2020/01/07,
プロショップベルズ,524137187,,nagoya@proshop-bells.com,,,2019/07/10,,,2019/07/10,,,
四川伝統火鍋 蜀漢,528874316,,shuhan2018@hotmail.com,,,2019/07/10,,,2019/11/20,,,2019/11/20
マンデイオフ,527637636,,sunday_off423@yahoo.co.jp,,,2019/07/10,,,,,,
ファッションみうら,525211936,,fashionmiura@yahoo.co.jp,,,2019/07/10,,,2019/07/10,,,
鶏笑名古屋瑞穂店,528511989,,tomonori.g@gmail.com,,,2019/07/10,,,2019/07/10,,,
眞珠園春岡本店,527628929,,lee.k.j@icloud.com,,,2019/07/10,,,2019/07/10,,,
からめ亭　池下店,527515133,,karametei.honten@gmail.com,,,2019/07/10,2020/01/20,,2020/01/20,,2020/01/20,
からめ亭　丸の内店,522123537,,karametei.honten@gmail.com,,,2019/07/10,,,2019/07/10,,,
からめ亭　一社店,527777031,,karametei.honten@gmail.com,,,2019/07/10,2020/01/20,,2020/01/20,,2020/01/20,
ホットインミズノ,524711883,,hotinn@diany.ocn.ne.jp,,,2019/07/11,,2020/03/12,2019/07/11,,2020/03/12,2019/11/21
井上薬局,524612983,,doninoue@mb.infoweb.ne.jp,,,2019/07/11,,,2019/07/11,,2019/12/28,2019/11/21
ブティックち絵,524715815,,boutique.ito@gmail.com,,,2019/07/11,,,,,,
HAIR　SPACE　FAMILLE,527330534,,omaru_tyan@yahoo.co.jp,,,2019/07/11,,2020/02/07,2019/07/11,,2020/02/07,
宮田モータース,524611783,,ymiyata@bfletsf.bforth.com,,,2019/07/11,,2020/03/10,2019/07/11,,2020/03/10,2019/11/20
クラウン,527513130,,kakuozan_crown@yahoo.co.jp,,,2019/07/11,2019/11/22,,2019/07/11,,,
ベトナムキッチンアンヴィエット,527416105,,anviet227@gmail.com,,,2019/07/11,,2019/12/13,2019/07/11,,2019/12/13,2019/12/13
Trattoria　KEIYA,527353001,,qeivo72775@yahoo.co.jp,,,2019/07/11,,,,,,
ケイエムロックサービス,524821169,,km-look@mub.biglobe.ne.jp,,,2019/07/12,,,2019/07/12,,2019/12/28,2019/11/20
ATLANTIS,524331952,,atlantis2623@gmail.com,,,2019/07/12,,,,,,
サトー洋装店,524820819,,kiyotaka19391005@gmail.com,,,2019/07/12,,,,,2020/05/14,
紫苑,527620766,,minosyuu0516@gmail.com,,,2019/07/12,2020/01/21,2020/01/21,,,2019/12/12,
和牛ステーキワインの店　橘亭,527634383,,tatibanatei1997@gmail.com,,,2019/07/12,2020/01/30,,2019/07/12,,,2019/11/20
RADHIKA　HALAL　FOODS,524827756,,radhikakatuwa130@gmail.com,,,2019/07/15,,,2019/07/15,,,
リペアスタジオ,524856436,,info@repairstudio.net,,,2019/07/15,,,2019/07/15,,2020/05/22,2019/11/21
欣欣中国物産,527416592,,1183580303@qq.com,,,2019/07/15,,2019/11/19,,,2020/02/01,2019/11/19
sports　shop　センターコート,525716256,,centacoyuzu2@icloud.com,,,2019/07/15,2020/01/16,,2019/07/15,,2020/01/16,導入済み
the　SOFT,527848525,,420.thesoft@gmail.com,,,2019/07/15,,,,,2019/12/11,
ダイニングバー椿,524532855,,makosa40@gmail.com,,,2019/07/16,,,2019/07/16,,2020/03/27,
オガワ歯科,524816480,,ogachan777@gmail.com,,,2019/07/16,2020/01/15,,2019/07/16,,2020/01/15,導入済み
青空日記,527849211,,btb.shopselect@gmail.com,,,2019/07/16,,,2019/07/16,,2019/12/06,
SUPERB,529535123,,missyou4babe@gmail.com,,,2019/07/16,,,2019/07/16,,,
SIGNAL,9054543732,,missyou4babe@gmail.com,,,2019/07/16,,,2019/07/16,,,
SONIC,522615650,,missyou4babe@gmail.com,,,2019/07/16,,,2019/07/16,,,
株式会社エヌケーシー,524518588,,mkc_kenjyu_28@yahoo.co.jp,,,2019/07/16,,,2020/05/14,,2020/05/14,
GALLARIA　elegante　本山店,527820223,,m.gallaria@nifty.com,,,2019/07/17,,2019/11/21,,,,2019/11/21
バージーヘアデザイン,527346919,,vagyo9@gmail.com,,,2019/07/17,2020/01/22,2020/01/22,,,2020/01/22,
ビギンズヘアーデザイン,527632228,,kakatutu2525yemily@yahoo.co.jp,,,2019/07/17,2019/11/22,2019/11/22,2019/07/17,,2020/01/28,2019/11/22
こっこ屋,7053225058,,coccoya4311@gmail.com,,,2019/07/17,,,2019/07/17,,,
みのしょう,523516307,,minosyou@fork.ocn.ne.jp,,,2019/07/17,,2019/11/20,2019/07/17,,2020/03/14,2019/11/20
権兵衛泰,524110366,,gonpapa510@yahoo.co.jp,,,2019/07/17,,,,,2019/12/28,
中山碁盤店,525220005,,info@nakayamagobanten.com,,,2019/07/17,,2019/12/11,,,2019/12/11,2019/12/11
totani,525225552,,meganenototani@nifty.com,,,2019/07/18,2020/01/31,,2019/07/18,,2020/01/31,2021/03/29
牛骨ラーメン牛王,522699065,,,,,2019/04/04,,,,,,
アビーマドンナ,524133014,,kanzaburou.1963@gmail.com,,,2019/07/18,,2019/11/20,2019/07/18,,2019/12/26,2019/11/20
DUBLIN　room　cafe,525658885,,shinboou0228@gmail.com,,,2019/07/19,,,2019/07/18,,,
駒田商店,525861315,,maruzen_komada_shouten@yahoo.co.jp,,,2019/07/19,,,2019/07/18,,,
有限会社 春日堂,524824150,,tomoyuki@kasugado.info,,,2019/07/16,,,,,2020/03/23,
pass　it　on,527646505,,emirulgou.to.tao@gmail.com,,,2019/07/19,,2019/11/20,2019/07/19,,2020/02/13,導入済み
健樹園,523613368,,info@kenjuen.com,,,2019/07/19,,2020/03/19,2019/07/19,,2020/03/19,
Boi　Boi　PIZZA,523613655,,info@kenjiuen.com,,,2019/07/19,,,2019/07/19,,,
くすりのハヤシ,523515876,,centrive-2463@extra.ocn.ne.jp,,,2019/07/19,,2020/03/14,2019/07/19,,2020/03/14,
おこめのつぼい,527625911,,info@okomekome.com,,,2019/07/19,,,,,,
ASIANKITCHEN Bai toong,527649080,,numatch.baitoong@gmail.com,,,2019/07/19,2019/11/23,2019/11/23,2019/11/23,,2019/12/11,2019/11/23
ハンバーガー生活のすすめ,527610339,,yuj-skn@outlook.jp,,,2019/07/19,,,2019/11/21,,2019/12/11,2019/11/21
BEST,527623336,,modebest@oriom.ocn.me.jp,,,2019/07/19,,2019/11/21,2019/07/19,,2019/12/11,2019/11/21
はんのセイコー,523540500,,shiur_do@yahoo.co.jp,,,,2020/01/16,2020/01/16,2019/07/19,,2020/01/16,
エルムンド,529710028,,elmundo37nishiki@gmail.com,,,2019/06/22,,,2019/06/22,,,
あかさたなサンロード店,525512938,,ureshi@hassyu.co.jp,,,2019/07/03,,,2019/07/03,,,
ステーキ食堂8,525713877,,ureshi@hassyu.co.jp,,,2019/07/03,,,2019/07/03,,,
かつや名古屋名駅店,525873933,,ureshi@hassyu.co.jp,,,2019/07/03,,,2019/07/03,,,
Seattle　Sandwich　Cafe,528388463,,muramatsu.ryota@gmail.com,,,2019/07/22,,2020/05/22,,,2020/05/22,2020/05/22
青山商店,525313539,,aoyama-t@navy.plala.or.jp,,,2019/07/22,,,2019/07/22,,,
合資会社大口畳店,526823940,,tatami@aba.ne.jp,,,2019/07/23,,2019/11/25,2019/07/23,,2020/04/14,導入済み
焼肉　拍手喝采,527536334,,hakusyukassai912@gmail.com,,,2019/07/23,,,,,,
高桑塗料商会,525312831,,taka38@mint.ocn.no.jp,,,2019/07/24,2019/11/22,,2019/07/24,,2020/06/26,2019/11/22
カットサロンクボ,525312272,,kubotti610@yahoo.co.jp,,,2019/07/24,,2020/02/08,2019/07/24,,2020/02/08,2019/11/22
KOKOKARA　Hair　Hoshigaoka,527890177,,kokokarahair.hoshigaoka@gmail.com,,,2019/07/24,,,2019/07/24,,,
ahead,529347429,,umenao23@gmail.com,,,2019/07/25,,,,,,
中国式経絡リラクゼーション　奈奈,527336778,,koukoharu0916@yahoo.co.jp,,,2019/07/26,導入不可,2019/11/19,,,2020/01/27,2019/11/19
喫茶 チロル,525612802,,ysakkt12@gmail.com,,,2019/07/26,,,2019/07/26,,2020/03/23,
宝石・時計メガネの福島,525025009,,fuku40jwo@yahoo.co.jp,,,2019/07/26,,,2019/07/26,,2020/02/20,2019/11/22
靴専科大須店,522099928,,oo3ukutsusenk@gmail.com,,,2019/06/13,2020/01/09,2020/01/09,2019/07/26,,2020/01/09,
Hair Stage JUN,523256278,,jun@hairstagejun.com,,,2019/07/27,,2020/02/08,2019/07/27,,2020/02/08,
fujino,523826266,,fujifujidayo@msn.com,,,2019/07/27,,,,,,2020/08/31
印刷 印章武雄,5035545589,,e-mail@jb3.so-net.ne.jp,,,2019/07/27,2020/01/16,2020/01/16,,,2020/01/16,
とこやさんのももたろう,523040038,,toshiyuki19610420@gmail.com,,,2019/07/27,,,2019/07/27,,,
服部自転車店,523018368,,jitensyasan@yahoo.co.jp,,,,,,2019/07/27,,,
ホンダトモショップツネカワ,524310807,,mototune@caemo.plala.or.jp,,,,,,2019/07/27,,,2020/12/28
